cell_r,cell_c,lon,lat,yield_2021_tha,n_px,elevation_m,bdod,cec,clay,nitrogen,phh2o,sand,silt,soc,bio_1,bio_4,bio_5,bio_12,bio_15,bio_10
5,47,117.026875,40.032375,6.017,39,25.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
5,48,117.029125,40.032375,6.017,28,25.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
5,53,117.040375,40.032375,6.041,57,26.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
5,54,117.042625,40.032375,6.019,25,25.0,,,,,,,,,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
5,61,117.058375,40.032375,5.987,17,16.0,,,,,,,,,11.63599967956543,1129.246826171875,30.371999740600586,534.0,138.50909423828125,24.77199935913086
6,0,116.921125,40.034625000000005,5.643,18,30.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,2,116.925625,40.034625000000005,5.678,47,29.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,6,116.934625,40.034625000000005,5.014,26,30.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,7,116.936875,40.034625000000005,5.05,31,29.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,9,116.941375,40.034625000000005,5.609,51,30.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,10,116.943625,40.034625000000005,5.831,36,30.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,14,116.952625,40.034625000000005,6.138,54,30.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,15,116.954875,40.034625000000005,6.074,79,25.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,16,116.957125,40.034625000000005,6.068,56,27.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
6,21,116.968375,40.034625000000005,5.4,62,29.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
